video_id,subject,scene,quality,relevance,verified,video_length,action_id,action_index,action,action_name,object_id,object_name,verb_id,verb_name,start_seconds,end_seconds,duration_seconds,clip_start_seconds,clip_end_seconds,clip_duration_seconds,objects,descriptions
RNCN8,T7C3,Dining room,7,7,Yes,29.38,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,17.9,30.0,12.1,15.9,29.38,13.48,floor;laptop;mirror;phone/camera;picture;table,A person is holding a picture. A person then opens a laptop and lies down on the floor.;A person is looking at themselves in a mirror.  They then pickup their laptop and lay down on the floor with it. They open up the laptop and begin to work on it.
OSCS2,1TZV,Bedroom,7,7,Yes,35.58,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,8.5,31.4,22.9,6.5,33.4,26.9,bed;blanket;clothes;pillow;window,"The person awoke from bed holding a blanket. The person set down the blanket and got dressed. The person then moved to the window to look outside.;A person is laying in bed  holding a pillow, they then get up and star dressing themselves in front of a mirror."
55DDW,D0RU,Recreation room / Man cave,7,7,Yes,38.75,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,3.4,40.0,36.6,1.4,38.75,37.35,book;chair;desk;laptop;table,"A person is seated at a desk, head on a book and sleeping (with eyes open). The person then awakens and smiles as the belly is exposed.;A person is sitting in a chair reading a book in front of a laptop."
1Q4SL,FNK4,Bathroom,7,7,Yes,30.88,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,20.1,32.0,11.9,18.1,30.88,12.78,cup;door;glass;hair;light;mirror;shoe;soda can;water,"A person laughs drinks and drinks Coke while seated on a sink, then stands and looks at themselves in a mirror before picking up shoes from the floor,  opening a door, turning off a light, and walking out of the room.;A person is sitting in a bathroom drinking some water from a glass and laughing, they then look at themselves in a mirror, pick up some shoes, and leave."
VIKQG,54JK,Living room,7,7,Yes,19.08,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,9.5,20.0,10.5,7.5,19.08,11.58,shoe,A person runs into the room picks up shoes and runs back out
MCNRZ,QB52,Dining room,7,7,Yes,30.04,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,31.0,31.0,0.0,30.04,30.04,chair;coffee;cup;dish;laptop;table,A person sitting at a table fixes a laptop. The person drinks from a coffee cup and sets it back on the table.
372CC,6RE8,Recreation room / Man cave,7,7,Yes,30.5,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,31.0,31.0,0.0,30.5,30.5,chair;desktop;laptop;table,"A person is sitting in front of a computer sneezing.;This person is sitting at a desk, watching something on laptop and then starts to sneeze."
L8Y8D,G6WD,Kitchen,7,7,Yes,54.71,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,29.1,29.1,0.0,31.1,31.1,closet/cabinet;cup;dish;food;glass;pan;refrigerator;spoon;stove;water,"Person stirs food on the stove, turns and gets a glas out of the cupboard and then goes to the refrigerator, gets some water, and drinks it;A person is standing in front of a stove, using a spatula to cook food in a pan. After a few seconds, the person turns around grabs a class, and fills it with water from the refrigerator and closing it."
JG7BS,C7O9,Pantry,7,7,Yes,30.62,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,32.0,32.0,0.0,30.62,30.62,bottle;glass;shelf;vacuum,"Person #1 is standing in the pantry pouring a drink, then drinking from the glass and placing the bottle on a shelf. Person #2 is standing just outside the pantry leaning on a vacuum, watching the other person."
9X6DL,0KZ7,Stairs,7,7,Yes,26.25,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,15.0,27.0,12.0,13.0,26.25,13.25,book;cup;glass;phone;steps;water,"A person is sitting against a wall on some steps while reading a book. The person picks up a cell phone and looks at it and then places it on one of the steps. The person then picks up a glass of water, takes a drink and sets it back down onto the step."
QNHM7,ID9V,Garage,7,7,Yes,26.0,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,10.1,19.2,9.1,8.1,21.2,13.1,coffee;cup;dish;glass;shelf;table,A person is running in a garage. They pick up a cup of coffee from a shelf and drink it before putting it on a table.
CN5G4,T7C3,Dining room,7,7,Yes,43.92,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,27.9,27.9,0.0,29.9,29.9,cabinet;chair;food;medicine;sandwich;table,"The person is eating a sandwich then gets up to get their pills and falls.;A person eats a sandwich while sitting at the table. They get up to leave and fall over, then grab some medicine from a cabinet."
IR31O,FNK4,Living room,7,7,Yes,30.96,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,32.0,32.0,0.0,30.96,30.96,book;couch;cup;glass;lamp;sofa;table;woman,A woman sitting with a book and grabbing a glass and taking a drink.;A person is sitting down on the sofa reading a book and drinking a glass of water.
WMBOO,ZAWX,Pantry,7,7,Yes,33.29,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,33.8,33.8,0.0,33.29,33.29,cabinet;door;floor;food;groceries;shelf;towel,"A person sitting on the floor opens a cabinet, puts some items on the shelf, closes the cabinet, gets up and walks away."
8AT69,2RTW,Living room,7,7,Yes,30.46,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,31.0,31.0,0.0,30.46,30.46,blanket;sofa;television,A person sits on the sofa covered with a blanket and watches tv.
V34GF,0KZ7,Dining room,7,7,Yes,20.83,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,0.0,19.5,19.5,0.0,20.83,20.83,counter;cup;dish;doorway;glass;table;water,"A person is standing drinking a glass of water. They put the glass on a counter and walk out of the room.;A person is standing in a doorway, drinking from a glass. They put it down on the counter and walk away."
B5R5B,PKND,Hallway,7,7,Yes,31.38,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,4.4,32.0,27.6,2.4,31.38,28.98,door;food;phone;sandwich;stairs,a person runs in and talks on the phone while holding food;A person runs inside excitedly with a sandwich in hand and pulls out their phone and has a conversation.
5HJ2H,EA2K,Stairs,7,7,Yes,31.92,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,33.0,33.0,0.0,31.92,31.92,bag;floor;food;phone;sandwich;shoe,"A person tidies items from the stairs while attempting to ascend them, all while eating a sandwich.;A person walks up the stairs while holding a phone and eating a sandwich. The person moves around items on the stairs, including a pair of shoes."
FACX2,CO1W,Bedroom,7,7,Yes,30.46,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,31.0,31.0,0.0,30.46,30.46,bed;camera;phone;screwdriver,Using a screwdriver on a camera while laying in bed
V2DAA,4OHY,Living room,7,7,Yes,29.5,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,30.0,30.0,0.0,29.5,29.5,chair;food;pillow,A person is sitting in a chair eating. The person sneezes and then grabs a pillow.;Person sitting in a chair while eating some food then put a pillow in the chair.
DLQIT,PO5L,Basement (A room below the ground floor),7,7,Yes,38.25,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,5.1,16.6,11.5,3.1,18.6,15.5,book;chair;cup;glass;paper,"The person walked to the end of the hall and sat on a chair, poured water into a glass took a drink and then briefly looked at a book before getting back up.;a person goes and sits on a chair and pours themselves a drink then does some work"
5VJ1X,3H6W,Bathroom,7,7,Yes,29.04,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,0.5,20.9,20.4,0.0,22.9,22.9,chair;cup;dish;glass;hand;sink;towel;water,"A young man walking into the bathroom, washing his hands, drying them, and then drinking a glass of water."
491X2,KFGP,Home Office / Study (A room in a house used for work),7,7,Yes,35.29,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,35.29,35.29,chair;desk;laptop;table;towel,A person sitting at a desk is working on a laptop. They stop to tidy the desk.
WPPAT,WQ8Z,Living room,7,7,Yes,27.38,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,4.2,16.1,11.9,2.2,18.1,15.9,cabinet;doorway,A person opens a cabinet and takes something out of it.
AM3R2,L4ZP,Living room,7,7,Yes,26.04,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,0.0,10.4,10.4,0.0,12.4,12.4,blanket;cup;mug;pillow;sofa,A person runs around a room holding a pillow and mug. The person throws the pillow down and then sits down on a sofa.;A person runs around the room with a blanket and a cup and then sits on the sofa.
SU2UY,0RNU,Garage,7,7,Yes,30.0,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,31.0,31.0,0.0,30.0,30.0,cup/glass/bottle;drink;floor;laptop;pillow,A person is sitting on a pillow while working on a laptop.  They occasionally have something to drink.
MN1MC,T7C3,Kitchen,7,7,Yes,30.42,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,31.0,31.0,0.0,30.42,30.42,arm;dish;food;laptop;picture;sandwich,"A person is standing, looking at a laptop, and sneezing. They then pick up a sandwich from a dish and take a bite;A person holds a laptop and sneezes into their arm. The person then sneezes again and eats a sandwich"
R979C,0KZ7,Kitchen,7,7,Yes,28.04,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,29.0,29.0,0.0,28.04,28.04,bag;blanket;book;food;groceries;paper;pot;stove,"A person is holding a bag and is standing behind a young person. The younger person is holding a notebook, wearing a blanket as a cape, and is stirring a pot on the stove.;Two people are in a kitchen.  Person 1 is holding a bag and laughing.  person 2 is wearing a blanket.  Person 2 is reading a book while cooking at the stove."
4O32W,2Q9D,Pantry,7,7,Yes,30.33,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,31.0,31.0,0.0,30.33,30.33,cup;doorway;glass;shoe;water,A person is holding shoes and drinking water in front of a pantry
TE5P7,WG9D,Pantry,7,7,Yes,17.12,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,5.8,17.8,12.0,3.8,17.12,13.32,bottle;counter;food;glass;refrigerator,"a person getting a bottle out of a refrigerator, pouring a drink in a glass and drinking it then sitting the bottle and glass on a counter"
1WWJZ,8VYB,Kitchen,7,7,Yes,39.04,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,8.2,16.9,8.7,6.2,18.9,12.7,dish;glass;refrigerator;sink,A person grabs a container a shelf and puts it in the refrigerator. They grab and drink out of a glass. They then was dishes in the sink.
XECIL,UTJM,Pantry,7,7,Yes,32.92,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.0,27.5,27.5,0.0,29.5,29.5,bag;cabinet;chips;food;napkin;sandwich;towel,"Person eats sandwich, open cabinet, grab food out, pours food on plate, puts food away, grabs napkin, wipe mouth."
DNWCR,70CN,Living room,7,7,Yes,30.92,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.7,32.0,31.3,0.0,30.92,30.92,couch;phone;shoe;sofa,"A person runs into the living room while carrying shoes, sits on the couch, and puts on the shoes.;A person runs through a living room, sits down on a couch, setting a phone down. The person then begins putting on shoes."
3Z7KH,JVLO,Kitchen,7,7,Yes,31.46,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,32.0,32.0,0.0,31.46,31.46,book;floor;medicine,"A person is sitting on a floor, leafing through a magazine. He then sneezes, takes out some substance, wipes some on his face and inhales some more."
92NRK,QB52,Home Office / Study (A room in a house used for work),7,7,Yes,30.42,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,31.0,31.0,0.0,30.42,30.42,blanket;chair;food;television;towel,"A person sits in a chair, cuddling with a blanket and eating.;A person is sitting in a chair, snuggling with a towel.  The person is also eating some food."
0EJAG,KFGP,Home Office / Study (A room in a house used for work),7,7,Yes,26.25,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,8.5,27.0,18.5,6.5,26.25,19.75,blanket;cup;desk;dish;food;glass;sandwich;table,"Person walks into a bedroom , with a blanket over his shoulders, carrying a string and a dish of food.  He puts them on the desk and then picks up his drink to drink it."
DRT60,Z68L,Bathroom,7,7,Yes,26.75,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,1.4,28.0,26.6,0.0,26.75,26.75,floor;hand;phone;sink;towel,A person speaking on the phone walks into the bathroom and washes their hands in the sink. They dry up with a towel and laugh while still speaking.
6TJVS,EA2K,Dining room,7,7,Yes,32.33,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,33.0,33.0,0.0,32.33,32.33,chair;cup;dish;food;glass;milk;phone;sandwich;table,"A person is sitting at a table eating a sandwich and drinking milk before sneezing, while also holding a phone.;This person is sitting at the table in the kitchen, eating food, drinking milk and than sneezes a few times."
QWTGZ,YA10,Closet / Walk-in closet / Spear closet,7,7,Yes,30.25,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,31.0,31.0,0.0,30.25,30.25,phone;pillow,A person holding a pillow looks at their phone. The person plays with their phone.
H9F6S,ZAWX,Living room,7,7,Yes,30.92,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,1.1,28.9,27.8,0.0,30.9,30.9,dish;doorway;food;sandwich,"A person is standing in front of a door holding a dish, and eating a sandwich. The person looks around and leaves."
7L3DI,YA10,Dining room,7,7,Yes,27.33,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,7.7,19.1,11.4,5.7,21.1,15.4,couch;hair;sofa;table,a person sits on the couch smiling watching something then he gets up and walks over to a table and sits in a chair;A person is laughing while sitting on a sofa than gets up and sits in a chair.
WLKEF,BYF9,Living room,7,7,Yes,18.71,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,0.0,20.0,20.0,0.0,18.71,18.71,dish;food;television,2 people are standing in a living room and holding plates of food while laughing at the television. One person drinks from a glass.
4YAR6,25TD,Laundry room,7,7,Yes,34.92,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,34.92,34.92,book;chair;homework;paper,A person sitting on a stool in their laundry room reads their homework.
DOQ9Y,EA2K,Pantry,7,7,Yes,41.29,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,30.1,41.8,11.7,28.1,41.29,13.19,bag;clothes;door;food;groceries;jacket;shelf,"Person taking off jacket and hanging it up, and then takes some things off the shelf before walking out and shutting the door.;A person takes a jacket off and puts it on a rack. They take some groceries off a shelf and carry them. They close a door"
EBTD6,3H6W,Home Office / Study (A room in a house used for work),7,7,Yes,31.92,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,21.7,31.9,10.2,19.7,31.92,12.22,dish;door;food;plate;sandwich;table,"A person is sneezing as they open a door. A person then eats a sandwich. A person is running in place.;person opend the door,sneezed, came near to the laptop table and took the sandwich which was on the table, had the sandwich, kept the remaining sandwich on the table and did some workouts."
71QKB,Z68L,Kitchen,7,7,Yes,29.46,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,30.0,30.0,0.0,29.46,29.46,food;laptop;sandwich,A person eating a sandwich while standing and working at a laptop. The person then leaves the room.
VXNGC,CO1W,Stairs,7,7,Yes,30.29,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,0.0,31.0,31.0,0.0,30.29,30.29,blanket;laptop,The person is standing on the stairs with a blanket on their back. They are smiling as they work on their laptop.
99XHN,YA10,Kitchen,7,7,Yes,27.33,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,28.0,28.0,0.0,27.33,27.33,dish;food;microwave;stove,A guy in the kitchen waiting for the microwave to get done.
AZXRK,9Y7F,Dining room,7,7,Yes,30.58,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,1.1,32.0,30.9,0.0,30.58,30.58,book;chair;cup;dish;glass;table;water,person sits at table with another person and mixes drink
QO6RV,R1OT,Dining room,7,7,Yes,28.96,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,2.4,12.9,10.5,0.4,14.9,14.5,box;cup;doorway;food;glass;light;pitcher;sandwich;table;water,"person walks to table eating put something in a bowl pours water in a glass turns out a light;A person walks through a doorway eating food. Afterwards, the person takes a glass and pours some water from a pitcher before turning off the light."
QY75H,Z68L,Kitchen,7,7,Yes,34.29,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,23.2,31.7,8.5,21.2,33.7,12.5,coffee pot;cup;dish;laptop;sandwich;stove,The person places the laptop on the stove while eating a sandwich then proceeds to pour a cup of coffee and have a drink.;A person moves a laptop and turns pours some water in to a cup.The person takes a bite of a sandwich and get a drink of water .
RYRQT,ZAWX,Kitchen,7,7,Yes,30.75,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,0.2,27.1,26.9,0.0,29.1,29.1,door;food;mirror;sandwich,"A person is standing in front of a mirror while eating. They sneeze then leave the room through a doorway.;This person is eating something, then sneezes, and then walks out of the room."
9MXDX,YA10,Living room,7,7,Yes,30.04,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,31.0,31.0,0.0,30.04,30.04,cup;dishes;food;glass;sandwich;sofa;table;television;water,person sitting on couch eating and drinking ans smiling;Person is sitting at a table watching television and eating food off of two plates and is laughing at what he is watching.
8ENLP,Z68L,Bedroom,7,7,Yes,31.21,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,32.0,32.0,0.0,31.21,31.21,blanket;clothes;floor;jacket;pillow;shoe;towel,"person is sitting on floor, puts towel on head, takes off shoes and jacket.;There is a person sitting on the floor holding a pillow.  That same person then puts a towel over their head and takes off a sweater."
J4VCR,4OHY,Living room,7,7,Yes,29.46,c132,132,watching_television,Watching television,o034,television,v031,watch,0.0,30.0,30.0,0.0,29.46,29.46,chair;food;television,A person is sitting in a chair watching tv eating what looks to be chips;A person sits in a chair watching TV while eating food.
YPTHX,0RNU,Garage,7,7,Yes,36.92,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,19.5,38.0,18.5,17.5,36.92,19.42,bag;cup;glass;phone;water,A person grabs a bag and takes out a phone. The put the phone in their pocket and pour a glass of water and drink it.
AMQ2W,0KZ7,Laundry room,7,7,Yes,24.79,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,0.0,26.0,26.0,0.0,24.79,24.79,doorknob;phone,A person is messing with a doorknob while talking on a phone
MD41D,4I61,Living room,7,7,Yes,40.5,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,6.7,39.5,32.8,4.7,40.5,35.8,camera;doorway;phone;window,"A person walks into a room and begins looking out a window, they then snap a picture with a camera and leave."
ZIP5P,YA10,Living room,7,7,Yes,30.21,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,31.0,31.0,0.0,30.21,30.21,camera;floor;food;medicine;phone;sofa,One person is on their camera leaning up against a couch while another is laying on the floor with medicine bottles next to them.;a person sits by the door playing on their phone as another person lays on the floor with food
J7D0D,ZFCJ,Pantry,7,7,Yes,26.29,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,27.0,27.0,0.0,26.29,26.29,cabinet;door;food,a person opens a cabinet and repairs it;The person opened a cabinet and begins to do something with their hands.  It's not visible exactly what they are doing with their hands.
2ZTNY,UTMU,Stairs,7,7,Yes,26.08,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,0.0,11.3,11.3,0.0,13.3,13.3,blanket;book;floor,"A person puts a blanket onto the stairs, lies on the floor and reads a book."
320VL,JVLO,Recreation room / Man cave,7,7,Yes,31.04,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,12.6,32.0,19.4,10.6,31.04,20.44,box;chair;laptop;television,"A person is watching a television, then turns and watches a laptop. Then the person stands and picks up something."
7WOW1,Z68L,Recreation room / Man cave,7,7,Yes,35.12,c059,59,sitting_in_a_chair,Sitting in a chair,o007,chair,v018,sit,0.0,36.0,36.0,0.0,35.12,35.12,chair;game;mirror,"person is sitting and playing video game, turns over to mirror"
TZSIE,IK1O,Bedroom,7,7,Yes,31.04,c097,97,walking_through_a_doorway,Walking through a doorway,o014,doorway,v029,walk,18.1,29.7,11.6,16.1,31.04,14.94,chair;closet/cabinet;dek;desk;doorway;phone;table,"a person sits at a desk and looks through the drawers then walks to the doorway and debates;A person closes their desk, opens it again and closes it. Then they get up and talk on the phone."
XRI58,HRH1,Stairs,7,7,Yes,25.83,c150,150,someone_is_running_somewhere,Someone is running somewhere,o000,None,v017,run,15.4,24.6,9.2,13.4,25.83,12.43,chair;cup;food;homework;medicine;paper,"A person holding a paper runs across a room and sits in a chair .The person takes a bottle and opens it and takes out pill and puts them in their mouth.The person jumps up and runs across the room.;A person runs and sits on a chair at the bottom of the stairs. The person does their homework, and eats food from a bag."
CWV2Y,FNK4,Garage,7,7,Yes,31.04,c052,52,working_playing_on_a_laptop,Working/Playing on a laptop,o020,laptop,v014,play,0.0,28.9,28.9,0.0,30.9,30.9,laptop;shelf;tool,Person has laptop and appears to be removing something from the bottom.  Then takes removed objects and tools across garage to shelf.
YYMLT,D0RU,Recreation room / Man cave,7,7,Yes,31.17,c051,51,watching_a_laptop_or_something_on_a_laptop,Watching a laptop or something on a laptop,o020,laptop,v031,watch,3.5,32.0,28.5,1.5,31.17,29.67,laptop,A person is using their laptop while laughing.
UN6O9,0KZ7,Kitchen,7,7,Yes,27.33,c147,147,someone_is_cooking_something,Someone is cooking something,o016,food,v002,cook,0.0,28.0,28.0,0.0,27.33,27.33,cabinets;clothes;contertop;floor;food;stove,"The person is throwing clothes onto the floor while the other person is stirring food on the stove.;A person is throwing clothes on the floor, while another is cooking on the stove"
4U20P,0KZ7,Dining room,7,7,Yes,28.38,c107,107,holding_a_cup_glass_bottle_of_something,Holding a cup/glass/bottle of something,o010,cup/glass/bottle,v008,hold,0.0,29.0,29.0,0.0,28.38,28.38,cup;dish;glass;vacuum,"A young woman standing and holding a glass and a measuring cup and sneezing several times.;one person holding glasses ad sneezing , other person was playing with the vacuum cleaner"
ZFT87,C7O9,Kitchen,7,7,Yes,29.25,c110,110,taking_a_cup_glass_bottle_from_somewhere,Taking a cup/glass/bottle from somewhere,o010,cup/glass/bottle,v023,take,0.0,10.1,10.1,0.0,12.1,12.1,cabinet;cup/glass/bottle;dish;food;phone/camera;picture;pot;stove,"a person makes some food on the stove and then looks at a picture;Person is in the kitchen at the stove, pours food into a pot, gets a picture out of the self and looks at it while cooks."
WSLMS,D0RU,Hallway,7,7,Yes,30.62,c109,109,putting_a_cup_glass_bottle_somewhere,Putting a cup/glass/bottle somewhere,o010,cup/glass/bottle,v016,put,16.4,24.9,8.5,14.4,26.9,12.5,can;cup;dish;doorway;floor;glass;shoe,"The person walks out the room while drinking. When done, the person puts down the glass and takes off shoes"
BI86J,TGGT,Kitchen,7,7,Yes,31.21,c065,65,eating_a_sandwich,Eating a sandwich,o029,sandwich,v005,eat,1.0,26.5,25.5,0.0,28.5,28.5,cabinet;food;hands;man;pan;sandwich;shelf;sneeze;spatula;spoon;stove,"a man messing with a skillet on a stove and sneezing.;{};Person walks in kitchen holding food in hand and eating. Then touches pan on stove. Person then opens drawer, takes out spoon, place in pan. Then sneezes, then sneeze again, then opens cabinet, put food on counter, place food in cabinet, covered mouth and sneeze again."
DPBID,8718,Basement (A room below the ground floor),7,7,Yes,30.08,c123,123,sitting_on_sofa_couch,Sitting on sofa/couch,o032,sofa/couch,v018,sit,0.0,31.0,31.0,0.0,30.08,30.08,book;cup;dish;hair;paper;pen;sofa,"a person writing in a note book while holding a cup, takes a sip from the cup"
TU1C9,ZAWX,Bedroom,7,7,Yes,30.58,c125,125,sitting_on_the_floor,Sitting on the floor,o015,floor,v018,sit,0.0,32.0,32.0,0.0,30.58,30.58,blanket;cup;floor;food;sandwich,A person wrapped in a blanket that is grasped by a hand sneezes and eats a sandwich then drinks from a cup.
GYB9U,9Y7F,Bedroom,7,7,Yes,31.17,c132,132,watching_television,Watching television,o034,television,v031,watch,2.1,32.0,29.9,0.1,31.17,31.07,bed;paper/notebook;phone;television,Two people are laying on a couch while watching TV. One of them is also playing on their cell phone.
T1OQ2,XXN8,Closet / Walk-in closet / Spear closet,7,7,Yes,30.5,c106,106,drinking_from_a_cup_glass_bottle,Drinking from a cup/glass/bottle,o010,cup/glass/bottle,v004,drink,4.9,22.0,17.1,2.9,24.0,21.1,broom;cup;glass;water,A person is drinking a glass of water before putting the glass down and walking away with a broom.
9XXJ7,FNK4,Kitchen,7,7,Yes,30.75,c019,19,talking_on_a_phone_camera,Talking on a phone/camera,o025,phone/camera,v024,talk,7.1,32.0,24.9,5.1,30.75,25.65,coffee;cup;door;glass;phone,A person enters a kitchen while talking on the phone and holding a glass.;A person goes and closes a door and then picks up a phone off the counter.  The same person also starts drinking coffee out of a mug.
5KZLW,9Y7F,Recreation room / Man cave,7,7,Yes,30.5,c015,15,holding_a_phone_camera,Holding a phone/camera,o025,phone/camera,v008,hold,0.0,32.0,32.0,0.0,30.5,30.5,camera;chair;doorway;phone,"Two people are in a room facing each other. One is sitting in a chair laughing. While the other is standing in the doorway on his phone.;A person is sitting in a chair laughing while another person is standing in a doorway, taking pictures of them with a camera."
ZKIBW,L4ZP,Pantry,7,7,Yes,29.75,c016,16,playing_with_a_phone_camera,Playing with a phone/camera,o025,phone/camera,v014,play,0.0,29.6,29.6,0.0,29.75,29.75,bag;phone,"A person playing on a phone stands in the room, then walks away.  Meanwhile, another person opens a bag, digs through it, closes it and begins to pick it up off the counter."
GFFJM,T7C3,Bathroom,7,7,Yes,31.33,c156,156,someone_is_eating_something,Someone is eating something,o016,food,v005,eat,0.0,26.5,26.5,0.0,28.5,28.5,door;food;light;shoe,"A person is sitting on a toilet putting on his shoes while eating, then stands up to stretch turns off the light and closes the door."
X6B0P,2RTW,Bedroom,7,7,Yes,30.42,c151,151,someone_is_going_from_standing_to_sitting,Someone is going from standing to sitting,o000,None,v018,sit,5.0,15.4,10.4,3.0,17.4,14.4,blanket;cat;clothes;shirt;sofa;sweater;towel,"Person is standing and removes sweater, then goes to couch, sits down next to cat, picks up sweatshirt and cuddles it.;A person takes off their shirt and puts it on the floor. The person walks over to a couch, sits down, and cuddles a towel."
U9LKA,Z68L,Home Office / Study (A room in a house used for work),7,7,Yes,25.67,c154,154,someone_is_standing_up_from_somewhere,Someone is standing up from somewhere,o000,None,v022,stand,9.7,24.4,14.7,7.7,25.67,17.97,chair;desk;door;laptop;table,"person sits down in front of laptop, stands up and goes through doorway"
